ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
29201,water,0.33,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H13I,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3"
29202,water,1.13,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C7H15I,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3"
29203,water,-25.94,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C6H5IO,"InChI=1S/C6H5IO/c7-5-3-1-2-4-6(5)8/h1-4,8H"
29204,water,-78.32,2.68,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C4H3IN2O2,"InChI=1S/C4H3IN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)"
29254,water,-28.4,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C15H15NO2,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)"
29376,water,-16.82,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Marenich et al.,Boulanger et al.",CH3NO2,"InChI=1S/CH3NO2/c1-2(3)4/h1H3"
29377,water,-9.29,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.",C8H10O,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
29378,water,-32.64,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.",C6H15O4P,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3"
29379,water,-25.52,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C9H21O4P,"InChI=1S/C9H21O4P/c1-4-7-11-14(10,12-8-5-2)13-9-6-3/h4-9H2,1-3H3"
30139,water,-18.74,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C2H8N2,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3"
30173,water,4.48,2.51,10.1021/ct050097l,"Mobley et al.",C8H4F6,"InChI=1S/C8H4F6/c9-7(10,11)5-3-1-2-4-6(5)8(12,13)14/h1-4H"
30180,water,-16.74,2.51,10.1139/v80-201,"Boulanger et al.,Mobley et al.",C3H5ClO2,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3"
30182,water,-20.38,2.51,10.1139/v98-084,"Mobley et al.",CH3ClO2S,"InChI=1S/CH3ClO2S/c1-5(2,3)4/h1H3"
30183,water,10.71,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C8H18,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3"
30184,water,2.09,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C2HBrF4,"InChI=1S/C2HBrF4/c3-1(4)2(5,6)7/h1H/t1-/m0/s1"
30185,water,-23.89,2.51,10.1139/v91-274,"Mobley et al.",C8H14O4,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3"
30187,water,-9.33,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C8H16O2,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3"
30188,water,-50.0,2.51,10.1139/v92-210,"Mobley et al.",C9H10N2O3,"InChI=1S/C9H10N2O3/c1-10(2)9(12)7-3-5-8(6-4-7)11(13)14/h3-6H,1-2H3"
30189,water,12.26,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C7H16,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3"
30190,water,-13.81,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C8H14O2,"InChI=1S/C8H14O2/c1-10-8(9)7-5-3-2-4-6-7/h7H,2-6H2,1H3"
30192,water,-14.73,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C5H9N,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3"
30193,water,-18.41,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C9H10O2,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3"
30194,water,8.83,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C8H16,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8-"
30195,water,-14.39,0.42,10.1021/jp806724u,"Mobley et al.",C10H6Cl8,"InChI=1S/C10H6Cl8/c11-2-1-3(12)5-4(2)8(15)6(13)7(14)9(5,16)10(8,17)18/h2-5H,1H2/t2-,3+,4-,5+,8+,9-"
30196,water,-16.23,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H14O,"InChI=1S/C6H14O/c1-4-6(7)5(2)3/h5-7H,4H2,1-3H3/t6-/m1/s1"
30197,water,-7.07,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C8H16O2,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3"
30198,water,-10.04,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C6H12O2,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3"
30199,water,10.71,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C7H16,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3"
30200,water,-38.95,2.51,10.1021/ct050097l,"Mobley et al.",C6H13NO,"InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)"
30201,water,12.43,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C8H18,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3/t8-/m0/s1"
30202,water,9.79,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H14,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3"
30203,water,-25.65,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C8H10O,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3"
30204,water,-16.99,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C6H14O,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3/t6-/m0/s1"
30205,water,-25.15,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C8H10O,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3"
30206,water,-4.69,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C3H4Cl2F2O,"InChI=1S/C3H4Cl2F2O/c1-8-3(6,7)2(4)5/h2H,1H3"
30207,water,-23.97,2.51,10.1139/v80-201,"Mobley et al.",C6H14O4,"InChI=1S/C6H14O4/c1-7-5-6(8-2,9-3)10-4/h5H2,1-4H3"
30208,water,-36.99,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H6N2O2,"InChI=1S/C6H6N2O2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,7H2"
30209,water,-27.2,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C8H10O,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3"
30211,water,-28.41,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C7H7ClO,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3"
30212,water,-29.29,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H5NO,"InChI=1S/C6H6NO/c8-5-6-1-3-7-4-2-6/h1,3-5H,2H2"
30214,water,-7.61,0.42,10.1021/jp806724u,"Marenich et al.,Mobley et al.",C4H9NO3,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m0/s1"
30216,water,-4.14,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C4H10S,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3"
30217,water,-18.49,2.51,10.1021/ja00802a021,"Boulanger et al.,Mobley et al.",C5H12O3,"InChI=1S/C5H12O3/c1-5(6-2,7-3)8-4/h1-4H3"
30218,water,11.34,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C7H16,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3/t7-/m1/s1"
30219,water,-9.79,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C10H20O,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3"
30220,water,-3.97,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C9H12,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3"
30221,water,-13.47,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H15N,"InChI=1S/C6H15N/c1-5(2)7-6(3)4/h5-7H,1-4H3"
30223,water,-5.19,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C9H10,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3"
30224,water,-20.38,2.51,10.1139/v98-084,"Mobley et al.",C2H6O3S,"InChI=1S/C2H8O3S/c1-5-6(2,3)4/h3-4H,1-2H3"
30225,water,-29.71,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C6H5NO,"InChI=1S/C6H6NO/c8-5-6-2-1-3-7-4-6/h1-6H"
30226,water,-18.37,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C5H4ClN,"InChI=1S/C5H5ClN/c6-5-3-1-2-4-7-5/h1-2,4H,3H2"
30227,water,-24.35,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H6ClN,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2"
30228,water,-21.8,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C8H11N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3"
30230,water,-28.12,2.51,10.1139/v80-201,"Boulanger et al.,Mobley et al.",C4H5NO2,"InChI=1S/C4H5NO2/c1-7-4(6)2-3-5/h2H2,1H3"
30231,water,-27.7,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H5ClO,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H"
30232,water,-8.03,2.51,10.1139/v93-262,"Mobley et al.",C9H10F3N,"InChI=1S/C9H10F3N/c1-13(7-9(10,11)12)8-5-3-2-4-6-8/h2-6H,7H2,1H3"
30233,water,-22.3,2.51,10.1139/v92-210,"Mobley et al.,Boulanger et al.",C9H10O3,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3"
30234,water,-16.9,2.51,10.1139/v80-201,"Mobley et al.,Boulanger et al.",C10H14O3,"InChI=1S/C10H14O3/c1-11-10(12-2,13-3)9-7-5-4-6-8-9/h4-8H,1-3H3"
30236,water,-16.32,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C8H14O,"InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h8H,2-6H2,1H3"
30237,water,-17.15,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C5H8O2,"InChI=1S/C5H8O2/c1-7-5(6)4-2-3-4/h4H,2-3H2,1H3"
30238,water,-19.2,2.51,10.1139/v80-201,"Mobley et al.",C5H11ClO3,"InChI=1S/C5H11ClO3/c1-7-5(4-6,8-2)9-3/h4H2,1-3H3"
30239,water,-19.29,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C5H8O,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3"
30240,water,-26.15,2.51,10.1007/s10822-014-9747-x,"Dodda et al.,Mobley et al.,Boulanger et al.",C8H10O,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3"
30241,water,-13.18,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.,Gerber",C12H10,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2"
30242,water,-4.6,2.51,10.1139/v76-032,"Mobley et al.",C3H3F3O2,"InChI=1S/C3H3F3O2/c1-8-2(7)3(4,5)6/h1H3"
30243,water,-24.73,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C8H10O,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3"
30244,water,-26.23,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C8H10O,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3"
30245,water,-12.76,2.51,10.1021/ct050097l,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C6H12O,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3"
30246,water,-21.88,2.51,10.1007/s10822-014-9747-x,"Mobley et al.",C11H16O3,"InChI=1S/C11H16O3/c1-3-12-11(13-4-2)14-10-8-6-5-7-9-10/h5-9,11H,3-4H2,1-2H3"
30249,water,-5.19,None,10.1007/bf00646936,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C5H6S,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3"
30250,water,8.62,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C9H18,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3"
30251,water,-28.79,2.51,10.1139/v92-210,"Mobley et al.",C8H7NO4,"InChI=1S/C8H7NO4/c1-13-8(10)6-2-4-7(5-3-6)9(11)12/h2-5H,1H3"
30253,water,-5.4,2.51,10.1007/s10822-014-9747-x,"Mobley et al.",C8H7F3O,"InChI=1S/C8H7F3O/c9-7(10)8(11)12-6-4-2-1-3-5-6/h1-5,7-8H/t8-/m0/s1"
30254,water,0.67,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C10H14,"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3"
30255,water,-15.23,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C9H10O2,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3"
30257,water,-11.97,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C4H8O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3"
30259,water,12.26,2.51,10.1021/cr60306a003,"Boulanger et al.,Mobley et al.",C3F6,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9"
30260,water,-25.77,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C8H10O,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3"
30262,water,-28.95,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C9H12O,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2"
30263,water,-26.78,2.51,10.1139/v80-201,"Mobley et al.",C6H11NO3,"InChI=1S/C6H11NO3/c1-8-6(9-2,10-3)4-5-7/h4H2,1-3H3"
30264,water,6.95,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C7H14,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3"
30265,water,-18.49,2.51,10.1039/F19736901577,"Boulanger et al.,Mobley et al.",C4H10O3,"InChI=1S/C4H10O3/c1-5-4(6-2)7-3/h4H,1-3H3"
30266,water,-15.86,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C7H17N,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3"
30267,water,-17.87,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C8H8O,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3"
30268,water,10.67,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C10H20,"InChI=1S/C10H20/c1-2-3-4-7-10-8-5-6-9-10/h10H,2-9H2,1H3"
30269,water,-30.46,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C10H9N,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2"
30307,water,-5.06,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C6H14S,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3"
30317,water,-26.53,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.",C6H10O4,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3"
30320,water,-8.91,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Gerber,Dodda et al.",C6H12O2,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3"
30321,water,-11.25,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H9Cl,"InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H"
30328,water,-35.23,0.67,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C15H13FO2,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m0/s1"
30337,water,-13.72,0.84,10.1021/jm070549+,"Marenich et al.,Gerber,Boulanger et al.,Mobley et al.",C6H14O2,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3"
30342,water,10.54,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C7H16,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3/t7-/m1/s1"
30343,water,-8.45,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.,Gerber",C4H8O2,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3"
30348,water,-22.95,None,10.1007/bf00646936,"Gerber,Boulanger et al.,Mobley et al.,Dodda et al.",C7H14O,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2"
30351,water,6.62,None,10.1007/bf00646936,"Marenich et al.,Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.",C8H16,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+"
30359,water,-18.49,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C5H12O,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m1/s1"
30360,water,-31.88,0.84,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Mobley et al.,Marenich et al.",C8H10NO5PS,"InChI=1S/C8H12NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6,15-16H,1-2H3"
30367,water,-18.93,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Gerber,Boulanger et al.",C4H10O,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3"
30369,water,-9.3,None,10.1007/bf00646936,"Dodda et al.,Boulanger et al.,Gerber,Mobley et al.",C5H10O2,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3"
30370,water,-9.87,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Gerber,Dodda et al.",C6H12O2,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3"
30379,water,-7.91,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C3H6Cl2,"InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2"
30390,water,0.0,2.51,10.1021/ct050097l,"Dodda et al.,Marenich et al.,Mobley et al.",C4H9Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3/t4-/m0/s1"
30393,water,6.96,None,10.1007/bf00646936,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.,Gerber",C5H10,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
30394,water,-38.49,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C9H10O3,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3"
30395,water,-8.39,None,10.1007/bf00646936,"Marenich et al.,Gerber,Shivakumar et al.,Mobley et al.,Boulanger et al.",C4H10O,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3"
30398,water,-12.68,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C5H10O,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
30405,water,-19.12,2.51,10.1021/ct050097l,"Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.",C5H12O,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
30409,water,-36.4,0.42,10.1007/s10822-010-9350-8,"Boulanger et al.,Marenich et al.,Mobley et al.",C3H9O4P,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3"
30410,water,5.77,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C4H8,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3"
30411,water,-13.29,None,10.1007/bf00646936,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C4H8O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3"
30413,water,-19.75,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.,Marenich et al.,Mobley et al.",C4H10O,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3"
30418,water,-18.49,None,10.1021/ct900587b,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C7H16O,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3"
30419,water,-9.58,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Gerber",C8H16O,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3"
30420,water,-18.12,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C7H9N,"InChI=1S/C7H10N/c1-2-7-5-3-4-6-8-7/h3,5-6H,2,4H2,1H3"
30422,water,-17.41,2.51,10.1021/ct050097l,"Shivakumar et al.,Mobley et al.,Boulanger et al.",C3H5F3O,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m0/s1"
30423,water,-17.74,2.51,10.1021/ct050097l,"Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.,Gerber",C4H11N,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3"
30424,water,-38.91,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Shivakumar et al.,Gerber",C2H6O2,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2"
30426,water,-11.17,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Gerber,Dodda et al.",C7H14O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3"
30427,water,-11.76,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C6H12O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
30428,water,8.03,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.,Gerber",C8H16,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3"
30429,water,-14.81,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Gerber,Boulanger et al.,Mobley et al.",C6H14O2,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3"
30430,water,1.67,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Gerber,Dodda et al.",C6H10,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3"
30432,water,-8.66,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.",C9H18O,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3"
30434,water,-21.25,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Gerber,Boulanger et al.,Dodda et al.,Mobley et al.",C3H6O,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"
30441,water,-22.99,None,10.1007/bf00646936,"Boulanger et al.,Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.",C5H10O,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2"
30446,water,-1.88,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C10H14,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3/t9-/m0/s1"
30466,water,-36.48,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.",C11H14O3,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3"
30467,water,-40.44,None,10.1007/bf00646936,"Gerber,Dodda et al.,Shivakumar et al.,Mobley et al.",C7H5NO,"InChI=1S/C7H5NO/c8-5-6-2-1-3-7(9)4-6/h1-4,9H"
30469,water,-16.23,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.,Marenich et al.",C9H20O,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3"
30470,water,-28.41,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C8H10O,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2"
